OrderID,Date,Customer,Region,Product,Category,Quantity,UnitPrice,Discount,Total_Sales
334,6/20/2023 0:00,Customer_169,West,Tablet,Electronics,7.0,15.12,0.15,89.96399999999998
335,3/11/2023 0:00,Customer_165,East,Cabinet,Furniture,11.0,1224.14,0.0,13465.54
336,6/13/2023 0:00,Customer_252,East,Notebook,Office Supplies,13.0,474.7,0.15,5245.4349999999995
337,7/6/2023 0:00,Customer_289,North,Notebook,Office Supplies,8.0,567.2,0.15,3856.96
338,8/25/2023 0:00,Customer_225,South,Tablet,Electronics,19.0,1152.59,0.0,21899.21
339,11/21/2023 0:00,Customer_124,East,Desk,Furniture,11.0,1011.1,0.05,10565.994999999999
340,2/7/2023 0:00,Customer_246,West,Chair,Furniture,20.0,637.58,0.15,10838.86
341,10/6/2023 0:00,Customer_185,North,Stapler,Office Supplies,15.0,762.39,0.15,9720.4725
342,3/27/2023 0:00,Customer_289,North,Pen,Office Supplies,1.0,1154.59,0.1,1039.1309999999999
343,2/24/2023 0:00,Customer_51,North,Stapler,Office Supplies,8.0,1448.75,0.15,9851.5
344,10/25/2023 0:00,Customer_229,South,Chair,Furniture,14.0,1121.55,0.0,15701.699999999999
345,12/20/2023 0:00,Customer_177,South,Table,Furniture,12.0,1159.65,0.0,13915.800000000001
346,3/1/2023 0:00,Customer_179,South,Monitor,Electronics,1.0,446.67,0.0,446.67
347,9/5/2023 0:00,Customer_244,East,Cabinet,Furniture,12.0,1177.48,0.0,14129.76
348,6/3/2023 0:00,Customer_59,North,Monitor,Electronics,20.0,681.41,0.0,13628.199999999999
349,5/5/2023 0:00,Customer_283,South,Phone,Electronics,18.0,168.5,0.05,2881.35
350,4/29/2023 0:00,Customer_95,West,Phone,Electronics,15.0,642.42,0.15,8190.855
351,4/12/2023 0:00,Customer_220,West,Monitor,Electronics,10.0,48.64,0.0,486.4
352,12/27/2023 0:00,Customer_296,North,Desk,Furniture,20.0,326.12,0.1,5870.16
353,2/28/2023 0:00,Customer_251,East,Tablet,Electronics,9.0,492.35,0.15,3766.4775000000004
354,10/28/2023 0:00,Customer_179,North,Printer Paper,Office Supplies,17.0,586.02,0.15,8467.989
355,11/11/2023 0:00,Customer_69,North,Table,Furniture,17.0,262.93,0.1,4022.8290000000006
356,7/11/2023 0:00,Customer_262,South,Desk,Furniture,5.0,461.54,0.05,2192.315
357,8/5/2023 0:00,Customer_250,South,Table,Furniture,17.0,211.11,0.15,3050.5395000000003
358,3/13/2023 0:00,Customer_162,South,Notebook,Office Supplies,15.0,254.46,0.1,3435.21
359,3/11/2023 0:00,Customer_197,South,Desk,Furniture,9.0,1428.0,0.15,10924.199999999999
360,12/30/2023 0:00,Customer_251,West,Stapler,Office Supplies,11.0,1028.62,0.15,9617.597
361,5/30/2023 0:00,Customer_141,North,Laptop,Electronics,16.0,51.14,0.05,777.328
362,9/11/2023 0:00,Customer_294,North,Phone,Electronics,3.0,1172.21,0.0,3516.63
363,10/5/2023 0:00,Customer_226,North,Phone,Electronics,15.0,1235.81,0.1,16683.434999999998
364,6/2/2023 0:00,Customer_231,North,Notebook,Office Supplies,11.0,158.11,0.05,1652.2495
366,4/16/2023 0:00,Customer_292,North,Stapler,Office Supplies,3.0,926.15,0.05,2639.5274999999997
367,12/27/2023 0:00,Customer_149,East,Cabinet,Furniture,17.0,810.46,0.1,12400.038
368,3/11/2023 0:00,Customer_31,West,Printer Paper,Office Supplies,14.0,1478.31,0.0,20696.34
369,3/16/2023 0:00,Customer_127,East,Chair,Furniture,20.0,1299.79,0.05,24696.01
370,11/18/2023 0:00,Customer_193,West,Stapler,Office Supplies,8.923469387755102,217.55,0.1,1747.1706887755101
371,7/26/2023 0:00,Customer_189,East,Desk,Furniture,18.0,1192.92,0.0,21472.56
372,8/23/2023 0:00,Customer_33,East,Table,Furniture,8.0,875.02,0.0,7000.16
373,9/11/2023 0:00,Customer_166,East,Stapler,Office Supplies,4.0,1452.35,0.05,5518.929999999999
374,9/6/2023 0:00,Customer_25,East,Cabinet,Furniture,15.0,869.01,0.0,13035.15
375,1/9/2023 0:00,Customer_81,North,Laptop,Electronics,18.0,1176.92,0.15,18006.876
378,8/8/2023 0:00,Customer_49,North,Monitor,Electronics,18.0,461.74,0.05,7895.753999999999
379,4/26/2023 0:00,Customer_5,West,Tablet,Electronics,13.0,121.52,0.0,1579.76
380,12/22/2023 0:00,Customer_245,South,Phone,Electronics,1.0,1482.29,0.15,1259.9465
381,2/22/2023 0:00,Customer_189,East,Tablet,Electronics,10.0,138.55,0.0,1385.5
382,11/25/2023 0:00,Customer_36,South,Chair,Furniture,10.0,1161.32,0.05,11032.539999999999
383,6/29/2023 0:00,Customer_78,South,Pen,Office Supplies,17.0,976.78,0.15,14114.470999999998
384,3/13/2023 0:00,Customer_197,North,Table,Furniture,4.0,134.6,0.0,538.4
385,5/22/2023 0:00,Customer_128,North,Table,Furniture,8.0,1187.66,0.05,9026.216
386,4/16/2023 0:00,Customer_201,South,Printer Paper,Office Supplies,20.0,45.1,0.1,811.8000000000001
387,5/4/2023 0:00,Customer_37,West,Desk,Furniture,5.0,744.86,0.0,3724.3
388,7/18/2023 0:00,Customer_188,West,Pen,Office Supplies,9.0,1401.22,0.05,11980.430999999999
389,1/9/2023 0:00,Customer_8,North,Notebook,Office Supplies,13.0,1431.91,0.0,18614.83
391,10/3/2023 0:00,Customer_143,South,Table,Furniture,20.0,606.4,0.0,12128.0
393,1/30/2023 0:00,Customer_45,South,Pen,Office Supplies,7.0,1049.52,0.05,6979.307999999999
394,6/8/2023 0:00,Customer_62,South,Desk,Furniture,12.0,920.38,0.0,11044.56
395,6/27/2023 0:00,Customer_86,East,Tablet,Electronics,20.0,21.97,0.15,373.48999999999995
396,1/16/2023 0:00,Customer_220,East,Chair,Furniture,6.0,1100.74,0.0,6604.4400000000005
397,11/18/2023 0:00,Customer_255,North,Desk,Furniture,6.0,1069.92,0.0,6419.52
399,4/27/2023 0:00,Customer_23,North,Desk,Furniture,16.0,1012.81,0.0,16204.96
401,6/13/2023 0:00,Customer_40,East,Stapler,Office Supplies,5.0,486.09,0.15,2065.8824999999997
402,4/2/2023 0:00,Customer_265,South,Printer Paper,Office Supplies,1.0,755.55,0.0,755.55
405,10/7/2023 0:00,Customer_78,South,Cabinet,Furniture,16.0,777.87,0.05,11823.624
407,5/2/2023 0:00,Customer_252,West,Monitor,Electronics,7.0,160.4,0.0,1122.8
408,4/29/2023 0:00,Customer_191,West,Tablet,Electronics,20.0,423.34,0.0,8466.8
409,11/23/2023 0:00,Customer_39,West,Desk,Furniture,16.0,147.89,0.05,2247.928
410,5/2/2023 0:00,Customer_134,East,Pen,Office Supplies,11.0,995.35,0.05,10401.4075
411,6/12/2023 0:00,Customer_140,West,Table,Furniture,20.0,1248.69,0.1,22476.420000000002
412,2/25/2023 0:00,Customer_55,South,Laptop,Electronics,4.0,208.49,0.0,833.96
413,10/2/2023 0:00,Customer_107,East,Monitor,Electronics,12.0,474.48,0.0,5693.76
414,2/16/2023 0:00,Customer_156,South,Cabinet,Furniture,12.0,401.19,0.0,4814.28
415,3/17/2023 0:00,Customer_128,North,Pen,Office Supplies,8.923469387755102,1254.71,0.1,10076.729647959182
416,5/14/2023 0:00,Customer_16,South,Table,Furniture,14.0,78.18,0.1,985.068
417,2/18/2023 0:00,Customer_53,West,Table,Furniture,15.0,1123.38,0.05,16008.164999999999
419,1/12/2023 0:00,Customer_102,North,Desk,Furniture,16.0,881.25,0.0,14100.0
420,3/4/2023 0:00,Customer_237,North,Stapler,Office Supplies,2.0,142.51,0.1,256.518
421,9/12/2023 0:00,Customer_196,North,Tablet,Electronics,16.0,652.57,0.15,8874.952000000001
422,5/21/2023 0:00,Customer_229,East,Stapler,Office Supplies,3.0,534.15,0.05,1522.3274999999996
423,11/28/2023 0:00,Customer_256,East,Laptop,Electronics,17.0,930.67,0.05,15030.320499999998
425,1/10/2023 0:00,Customer_184,West,Notebook,Office Supplies,18.0,1491.16,0.0,26840.88
426,6/14/2023 0:00,Customer_139,West,Table,Furniture,9.0,1369.45,0.0,12325.050000000001
427,5/24/2023 0:00,Customer_242,North,Laptop,Electronics,8.0,897.69,0.0,7181.52
428,2/21/2023 0:00,Customer_124,South,Printer Paper,Office Supplies,16.0,1499.41,0.05,22791.032
429,7/1/2023 0:00,Customer_91,South,Desk,Furniture,5.0,865.66,0.15,3679.055
430,1/15/2023 0:00,Customer_291,East,Phone,Electronics,20.0,541.38,0.0,10827.6
431,10/5/2023 0:00,Customer_90,East,Notebook,Office Supplies,16.0,1422.81,0.15,19350.216
433,3/8/2023 0:00,Customer_91,East,Desk,Furniture,8.0,1377.25,0.05,10467.1
435,6/15/2023 0:00,Customer_81,South,Table,Furniture,16.0,156.04,0.1,2246.976
436,3/31/2023 0:00,Customer_115,East,Stapler,Office Supplies,18.0,1441.19,0.1,23347.278000000002
437,3/7/2023 0:00,Customer_1,South,Notebook,Office Supplies,10.0,463.7,0.1,4173.3
438,6/12/2023 0:00,Customer_290,South,Stapler,Office Supplies,16.0,53.41,0.0,854.56
439,5/2/2023 0:00,Customer_164,East,Monitor,Electronics,2.0,500.1,0.0,1000.2
440,8/17/2023 0:00,Customer_136,North,Laptop,Electronics,20.0,1006.69,0.1,18120.420000000002
441,2/25/2023 0:00,Customer_25,North,Tablet,Electronics,20.0,106.35,0.1,1914.3
442,9/10/2023 0:00,Customer_180,West,Table,Furniture,11.0,1453.81,0.15,13593.1235
443,11/30/2023 0:00,Customer_84,South,Stapler,Office Supplies,1.0,1244.07,0.0,1244.07
445,10/8/2023 0:00,Customer_174,North,Chair,Furniture,10.0,245.55,0.0,2455.5
446,11/7/2023 0:00,Customer_81,West,Stapler,Office Supplies,20.0,51.33,0.05,975.2699999999999
447,7/29/2023 0:00,Customer_145,East,Laptop,Electronics,8.0,312.3,0.05,2373.48
448,10/9/2023 0:00,Customer_79,West,Chair,Furniture,1.0,79.2,0.0,79.2
450,2/11/2023 0:00,Customer_60,West,Laptop,Electronics,4.0,260.39,0.1,937.404
451,2/16/2023 0:00,Customer_95,West,Table,Furniture,13.0,736.2,0.1,8613.54
452,5/15/2023 0:00,Customer_239,West,Table,Furniture,9.0,283.94,0.0,2555.46
453,12/23/2023 0:00,Customer_44,North,Chair,Furniture,6.0,848.55,0.05,4836.734999999999
454,4/27/2023 0:00,Customer_199,North,Printer Paper,Office Supplies,15.0,623.91,0.0,9358.65
455,10/21/2023 0:00,Customer_244,South,Stapler,Office Supplies,15.0,1032.17,0.15,13160.167500000001
456,9/15/2023 0:00,Customer_62,South,Desk,Furniture,10.0,1354.65,0.0,13546.5
457,3/6/2023 0:00,Customer_217,North,Chair,Furniture,3.0,1458.39,0.05,4156.4115
458,11/1/2023 0:00,Customer_164,East,Monitor,Electronics,4.0,1495.92,0.05,5684.496
461,2/21/2023 0:00,Customer_289,North,Chair,Furniture,2.0,852.06,0.0,1704.12
462,5/16/2023 0:00,Customer_249,West,Phone,Electronics,15.0,1320.8,0.15,16840.2
464,5/18/2023 0:00,Customer_11,East,Cabinet,Furniture,20.0,360.18,0.15,6123.06
465,12/23/2023 0:00,Customer_117,North,Cabinet,Furniture,7.0,424.12,0.15,2523.514
466,5/18/2023 0:00,Customer_46,West,Phone,Electronics,12.0,1162.18,0.1,12551.544
467,9/6/2023 0:00,Customer_29,East,Monitor,Electronics,4.0,1370.58,0.15,4659.972
469,1/30/2023 0:00,Customer_17,South,Pen,Office Supplies,3.0,293.18,0.05,835.5629999999999
470,7/8/2023 0:00,Customer_259,West,Desk,Furniture,9.0,1058.43,0.1,8573.283000000001
471,9/8/2023 0:00,Customer_91,West,Desk,Furniture,19.0,50.69,0.1,866.799
472,12/19/2023 0:00,Customer_146,North,Cabinet,Furniture,9.0,249.45,0.1,2020.5449999999998
474,1/11/2023 0:00,Customer_243,North,Notebook,Office Supplies,6.0,979.12,0.0,5874.72
475,5/10/2023 0:00,Customer_141,East,Tablet,Electronics,17.0,1202.29,0.05,19416.9835
476,8/27/2023 0:00,Customer_267,East,Table,Furniture,9.0,691.2,0.05,5909.76
477,12/6/2023 0:00,Customer_288,East,Stapler,Office Supplies,16.0,157.96,0.0,2527.36
478,2/2/2023 0:00,Customer_142,East,Printer Paper,Office Supplies,7.0,1028.2,0.15,6117.79
479,4/7/2023 0:00,Customer_265,South,Printer Paper,Office Supplies,6.0,395.41,0.1,2135.214
480,12/15/2023 0:00,Customer_14,South,Laptop,Electronics,17.0,609.13,0.1,9319.689
481,7/27/2023 0:00,Customer_19,West,Stapler,Office Supplies,7.0,392.84,0.15,2337.3979999999997
482,12/18/2023 0:00,Customer_184,West,Notebook,Office Supplies,8.0,1091.19,0.05,8293.044
483,4/3/2023 0:00,Customer_50,East,Printer Paper,Office Supplies,3.0,1261.75,0.0,3785.25
484,4/4/2023 0:00,Customer_46,East,Chair,Furniture,6.0,1089.15,0.0,6534.900000000001
485,8/4/2023 0:00,Customer_191,East,Phone,Electronics,5.0,1117.59,0.1,5029.155
486,1/28/2023 0:00,Customer_242,North,Cabinet,Furniture,12.0,1277.56,0.15,13031.112
487,7/31/2023 0:00,Customer_78,North,Laptop,Electronics,19.0,575.6,0.1,9842.76
488,8/23/2023 0:00,Customer_162,South,Tablet,Electronics,8.0,616.74,0.0,4933.92
490,10/23/2023 0:00,Customer_251,South,Cabinet,Furniture,4.0,1142.98,0.05,4343.324
491,7/26/2023 0:00,Customer_245,West,Tablet,Electronics,17.0,653.4,0.15,9441.63
493,4/26/2023 0:00,Customer_160,East,Laptop,Electronics,19.0,777.87,0.05,14040.5535
494,3/27/2023 0:00,Customer_24,North,Laptop,Electronics,10.0,757.49,0.1,6817.41
495,9/26/2023 0:00,Customer_223,East,Cabinet,Furniture,12.0,1093.11,0.0,13117.32
496,7/3/2023 0:00,Customer_85,South,Notebook,Office Supplies,8.0,1494.23,0.15,10160.764
497,4/19/2023 0:00,Customer_259,North,Desk,Furniture,5.0,340.36,0.05,1616.71
498,7/12/2023 0:00,Customer_274,East,Laptop,Electronics,9.0,1068.11,0.0,9612.99
499,12/1/2023 0:00,Customer_25,North,Pen,Office Supplies,8.923469387755102,1492.05,0.0,13314.262499999999
500,10/8/2023 0:00,Customer_243,East,Pen,Office Supplies,11.0,669.25,0.0,7361.75
501,6/4/2023 0:00,Customer_52,West,Notebook,Office Supplies,4.0,1044.31,0.0,4177.24
502,8/3/2023 0:00,Customer_262,North,Printer Paper,Office Supplies,17.0,910.42,0.05,14703.283
503,9/12/2023 0:00,Customer_103,South,Pen,Office Supplies,7.0,175.45,0.0,1228.1499999999999
504,3/24/2023 0:00,Customer_281,North,Chair,Furniture,9.0,1056.64,0.1,8558.784
505,5/1/2023 0:00,Customer_7,North,Chair,Furniture,20.0,1400.02,0.1,25200.36
506,3/18/2023 0:00,Customer_262,North,Pen,Office Supplies,1.0,1253.67,0.15,1065.6195
507,6/1/2023 0:00,Customer_238,East,Laptop,Electronics,6.0,968.28,0.15,4938.228
508,7/4/2023 0:00,Customer_219,East,Laptop,Electronics,3.0,1311.84,0.1,3541.968
509,1/5/2023 0:00,Customer_88,South,Pen,Office Supplies,1.0,1277.61,0.0,1277.61
510,2/17/2023 0:00,Customer_176,East,Cabinet,Furniture,12.0,1432.86,0.1,15474.888
511,5/20/2023 0:00,Customer_245,West,Laptop,Electronics,10.0,603.37,0.15,5128.6449999999995
512,3/23/2023 0:00,Customer_214,North,Chair,Furniture,1.0,203.1,0.0,203.1
513,11/9/2023 0:00,Customer_184,West,Stapler,Office Supplies,16.0,1019.2,0.05,15491.84
514,9/5/2023 0:00,Customer_58,West,Pen,Office Supplies,19.0,1320.53,0.05,23835.566499999997
516,9/4/2023 0:00,Customer_198,East,Pen,Office Supplies,11.0,994.26,0.05,10390.017
518,5/23/2023 0:00,Customer_260,North,Laptop,Electronics,13.0,484.35,0.1,5666.895
519,8/24/2023 0:00,Customer_294,West,Monitor,Electronics,10.0,1226.57,0.0,12265.699999999999
520,9/12/2023 0:00,Customer_53,North,Desk,Furniture,13.0,673.37,0.0,8753.81
522,7/6/2023 0:00,Customer_115,North,Notebook,Office Supplies,18.0,1008.85,0.1,16343.369999999999
523,8/31/2023 0:00,Customer_232,East,Cabinet,Furniture,15.0,1152.29,0.0,17284.35
524,7/1/2023 0:00,Customer_281,East,Laptop,Electronics,19.0,336.51,0.1,5754.321
525,9/10/2023 0:00,Customer_210,South,Printer Paper,Office Supplies,20.0,163.95,0.05,3115.0499999999997
526,7/21/2023 0:00,Customer_235,South,Phone,Electronics,17.0,297.9,0.0,5064.299999999999
527,11/21/2023 0:00,Customer_231,North,Phone,Electronics,1.0,1136.94,0.0,1136.94
528,10/11/2023 0:00,Customer_300,West,Chair,Furniture,13.0,11.48,0.0,149.24
529,2/23/2023 0:00,Customer_165,West,Chair,Furniture,20.0,869.94,0.05,16528.86
530,5/21/2023 0:00,Customer_176,West,Stapler,Office Supplies,11.0,1469.35,0.05,15354.707499999999
531,12/25/2023 0:00,Customer_281,East,Table,Furniture,2.0,211.58,0.0,423.16
532,12/18/2023 0:00,Customer_68,East,Chair,Furniture,4.0,318.52,0.1,1146.672
533,12/30/2023 0:00,Customer_181,North,Notebook,Office Supplies,14.0,816.02,0.1,10281.851999999999
534,12/12/2023 0:00,Customer_217,East,Stapler,Office Supplies,16.0,858.1,0.15,11670.16
536,2/1/2023 0:00,Customer_105,East,Chair,Furniture,7.0,1026.67,0.05,6827.355500000001
537,11/12/2023 0:00,Customer_288,South,Pen,Office Supplies,9.0,1221.97,0.0,10997.73
538,12/21/2023 0:00,Customer_196,North,Chair,Furniture,14.0,1177.54,0.1,14837.003999999999
539,1/28/2023 0:00,Customer_129,North,Table,Furniture,19.0,472.42,0.0,8975.98
540,10/29/2023 0:00,Customer_100,South,Monitor,Electronics,5.0,1367.67,0.1,6154.515
541,4/6/2023 0:00,Customer_264,South,Table,Furniture,3.0,1475.26,0.0,4425.78
544,9/9/2023 0:00,Customer_38,East,Pen,Office Supplies,18.0,925.33,0.1,14990.346000000003
545,9/24/2023 0:00,Customer_259,North,Printer Paper,Office Supplies,14.0,333.84,0.05,4440.071999999999
546,6/28/2023 0:00,Customer_110,South,Monitor,Electronics,15.0,807.87,0.0,12118.05
547,11/13/2023 0:00,Customer_288,West,Printer Paper,Office Supplies,8.0,544.39,0.05,4137.364
548,5/4/2023 0:00,Customer_21,South,Pen,Office Supplies,1.0,1005.06,0.15,854.3009999999999
549,7/17/2023 0:00,Customer_277,East,Printer Paper,Office Supplies,10.0,1374.32,0.0,13743.199999999999
551,2/12/2023 0:00,Customer_86,North,Phone,Electronics,18.0,292.81,0.0,5270.58
552,12/17/2023 0:00,Customer_54,West,Pen,Office Supplies,18.0,102.88,0.05,1759.2479999999998
553,12/18/2023 0:00,Customer_13,South,Monitor,Electronics,18.0,1226.05,0.0,22068.899999999998
555,11/19/2023 0:00,Customer_222,West,Tablet,Electronics,6.0,614.41,0.15,3133.491
556,1/4/2023 0:00,Customer_300,North,Desk,Furniture,10.0,1011.58,0.0,10115.800000000001
557,5/29/2023 0:00,Customer_45,East,Laptop,Electronics,9.0,1392.43,0.0,12531.87
558,8/31/2023 0:00,Customer_274,South,Table,Furniture,10.0,595.69,0.0,5956.900000000001
559,6/1/2023 0:00,Customer_153,South,Tablet,Electronics,10.0,1196.17,0.0,11961.7
561,6/6/2023 0:00,Customer_177,South,Monitor,Electronics,15.0,823.55,0.0,12353.25
562,3/24/2023 0:00,Customer_114,South,Monitor,Electronics,18.0,1277.93,0.05,21852.603
563,1/28/2023 0:00,Customer_282,West,Printer Paper,Office Supplies,4.0,176.36,0.0,705.44
564,4/12/2023 0:00,Customer_170,West,Phone,Electronics,19.0,105.71,0.0,2008.4899999999998
565,5/26/2023 0:00,Customer_100,North,Chair,Furniture,19.0,984.93,0.0,18713.67
566,12/22/2023 0:00,Customer_290,South,Table,Furniture,12.0,495.88,0.1,5355.504
567,1/3/2023 0:00,Customer_127,East,Printer Paper,Office Supplies,8.0,1438.2,0.05,10930.32
568,12/14/2023 0:00,Customer_246,East,Monitor,Electronics,6.0,1260.96,0.05,7187.472
569,10/10/2023 0:00,Customer_90,North,Table,Furniture,9.0,1163.28,0.15,8899.092
570,10/3/2023 0:00,Customer_135,South,Pen,Office Supplies,6.0,1288.78,0.05,7346.046
572,10/10/2023 0:00,Customer_279,East,Stapler,Office Supplies,16.0,323.08,0.0,5169.28
573,7/20/2023 0:00,Customer_149,South,Stapler,Office Supplies,18.0,1163.92,0.1,18855.504
574,7/6/2023 0:00,Customer_123,North,Monitor,Electronics,14.0,768.07,0.15,9140.033000000001
575,4/2/2023 0:00,Customer_248,South,Notebook,Office Supplies,14.0,214.85,0.05,2857.505
576,2/2/2023 0:00,Customer_190,East,Desk,Furniture,5.0,1143.4,0.05,5431.15
577,7/18/2023 0:00,Customer_233,West,Laptop,Electronics,19.0,314.13,0.1,5371.6230000000005
578,11/21/2023 0:00,Customer_135,East,Laptop,Electronics,18.0,489.49,0.0,8810.82
579,10/28/2023 0:00,Customer_265,North,Notebook,Office Supplies,10.0,982.24,0.1,8840.16
580,6/26/2023 0:00,Customer_247,West,Table,Furniture,5.0,776.98,0.1,3496.4100000000003
581,3/26/2023 0:00,Customer_40,South,Pen,Office Supplies,14.0,1323.64,0.15,15751.316000000003
582,7/5/2023 0:00,Customer_118,North,Printer Paper,Office Supplies,4.0,229.61,0.05,872.518
583,9/3/2023 0:00,Customer_83,South,Cabinet,Furniture,1.0,724.87,0.15,616.1395
585,5/13/2023 0:00,Customer_265,South,Pen,Office Supplies,16.0,224.56,0.05,3413.312
586,4/21/2023 0:00,Customer_242,West,Desk,Furniture,19.0,1232.85,0.0,23424.149999999998
587,3/15/2023 0:00,Customer_262,South,Chair,Furniture,5.0,1246.39,0.0,6231.950000000001
588,11/2/2023 0:00,Customer_118,North,Chair,Furniture,19.0,517.29,0.15,8354.233499999998
589,9/25/2023 0:00,Customer_77,West,Table,Furniture,2.0,167.31,0.05,317.889
590,11/4/2023 0:00,Customer_273,North,Pen,Office Supplies,3.0,716.42,0.0,2149.2599999999998
592,8/8/2023 0:00,Customer_247,South,Stapler,Office Supplies,9.0,1312.86,0.0,11815.74
593,2/20/2023 0:00,Customer_69,West,Cabinet,Furniture,16.0,1207.91,0.0,19326.56
594,5/26/2023 0:00,Customer_132,West,Table,Furniture,5.0,1365.58,0.0,6827.9
595,10/23/2023 0:00,Customer_267,North,Laptop,Electronics,20.0,1116.75,0.0,22335.0
596,7/29/2023 0:00,Customer_55,East,Monitor,Electronics,18.0,312.1,0.1,5056.02
597,10/2/2023 0:00,Customer_290,West,Monitor,Electronics,18.0,880.13,0.1,14258.106
598,7/31/2023 0:00,Customer_92,West,Cabinet,Furniture,19.0,599.19,0.05,10815.379500000001
599,6/26/2023 0:00,Customer_71,West,Table,Furniture,6.0,1482.82,0.0,8896.92
600,2/21/2023 0:00,Customer_261,South,Pen,Office Supplies,5.0,672.66,0.05,3195.1349999999998
601,3/24/2023 0:00,Customer_3,West,Cabinet,Furniture,15.0,922.97,0.0,13844.550000000001
602,2/15/2023 0:00,Customer_135,North,Tablet,Electronics,13.0,1389.16,0.15,15350.218
604,5/27/2023 0:00,Customer_18,South,Monitor,Electronics,12.0,21.01,0.0,252.12
605,7/4/2023 0:00,Customer_1,South,Notebook,Office Supplies,17.0,258.38,0.0,4392.46
606,12/9/2023 0:00,Customer_208,West,Laptop,Electronics,6.0,1170.61,0.1,6321.294
607,2/16/2023 0:00,Customer_287,East,Notebook,Office Supplies,14.0,27.97,0.0,391.58
608,4/26/2023 0:00,Customer_233,South,Printer Paper,Office Supplies,9.0,1445.12,0.1,11705.471999999998
609,2/24/2023 0:00,Customer_258,North,Desk,Furniture,6.0,266.68,0.0,1600.08
610,10/3/2023 0:00,Customer_227,East,Cabinet,Furniture,1.0,1205.4,0.1,1084.8600000000001
611,12/15/2023 0:00,Customer_15,West,Table,Furniture,5.0,1137.42,0.15,4834.035
612,12/13/2023 0:00,Customer_162,South,Desk,Furniture,6.0,105.99,0.05,604.1429999999999
613,5/8/2023 0:00,Customer_48,East,Cabinet,Furniture,14.0,805.8,0.1,10153.08
615,9/13/2023 0:00,Customer_121,South,Phone,Electronics,3.0,1420.94,0.05,4049.6789999999996
616,5/8/2023 0:00,Customer_80,East,Notebook,Office Supplies,6.0,314.13,0.05,1790.541
617,11/11/2023 0:00,Customer_278,North,Laptop,Electronics,8.923469387755102,1015.34,0.15,7701.302096938774
618,10/22/2023 0:00,Customer_252,East,Monitor,Electronics,9.0,932.9,0.15,7136.685
619,3/7/2023 0:00,Customer_270,North,Phone,Electronics,10.0,337.03,0.0,3370.2999999999997
620,7/21/2023 0:00,Customer_235,South,Table,Furniture,15.0,53.68,0.1,724.6800000000001
621,12/12/2023 0:00,Customer_195,South,Monitor,Electronics,8.0,1035.37,0.0,8282.96
622,4/6/2023 0:00,Customer_122,East,Pen,Office Supplies,8.0,545.6,0.1,3928.32
623,9/13/2023 0:00,Customer_108,West,Table,Furniture,17.0,517.93,0.05,8364.5695
624,8/19/2023 0:00,Customer_293,South,Cabinet,Furniture,9.0,1282.22,0.1,10385.982
625,10/12/2023 0:00,Customer_196,West,Tablet,Electronics,1.0,1082.62,0.05,1028.4889999999998
626,4/1/2023 0:00,Customer_256,West,Tablet,Electronics,2.0,712.12,0.0,1424.24
627,10/18/2023 0:00,Customer_204,North,Phone,Electronics,13.0,453.55,0.0,5896.150000000001
629,10/13/2023 0:00,Customer_177,East,Printer Paper,Office Supplies,6.0,544.64,0.0,3267.84
630,4/12/2023 0:00,Customer_146,South,Monitor,Electronics,1.0,529.88,0.0,529.88
631,2/10/2023 0:00,Customer_147,West,Cabinet,Furniture,19.0,768.11,0.15,12404.9765
632,8/4/2023 0:00,Customer_37,West,Chair,Furniture,8.923469387755102,962.67,0.1,7731.320647959183
633,12/1/2023 0:00,Customer_137,East,Tablet,Electronics,8.0,346.19,0.1,2492.568
634,10/28/2023 0:00,Customer_212,West,Stapler,Office Supplies,8.923469387755102,1332.1,0.1,10698.258214285714
636,8/31/2023 0:00,Customer_14,North,Tablet,Electronics,10.0,159.0,0.0,1590.0
637,2/13/2023 0:00,Customer_159,West,Desk,Furniture,1.0,397.37,0.05,377.50149999999996
638,3/9/2023 0:00,Customer_15,South,Tablet,Electronics,7.0,667.52,0.05,4439.007999999999
639,10/4/2023 0:00,Customer_281,East,Phone,Electronics,8.0,1297.04,0.15,8819.872
640,11/2/2023 0:00,Customer_289,West,Chair,Furniture,20.0,811.23,0.0,16224.6
641,2/15/2023 0:00,Customer_158,West,Cabinet,Furniture,9.0,725.07,0.05,6199.3485
642,1/1/2023 0:00,Customer_177,South,Table,Furniture,6.0,237.8,0.0,1426.8000000000002
643,9/2/2023 0:00,Customer_5,East,Table,Furniture,15.0,17.43,0.15,222.2325
644,10/8/2023 0:00,Customer_97,East,Cabinet,Furniture,17.0,350.67,0.0,5961.39
645,7/13/2023 0:00,Customer_135,South,Table,Furniture,10.0,378.59,0.15,3218.0149999999994
646,12/22/2023 0:00,Customer_146,East,Monitor,Electronics,18.0,363.14,0.0,6536.5199999999995
647,4/4/2023 0:00,Customer_149,South,Printer Paper,Office Supplies,11.0,286.06,0.0,3146.66
648,9/9/2023 0:00,Customer_165,South,Monitor,Electronics,17.0,681.89,0.0,11592.13
650,4/30/2023 0:00,Customer_78,North,Chair,Furniture,20.0,660.43,0.0,13208.599999999999
651,9/13/2023 0:00,Customer_238,East,Monitor,Electronics,4.0,516.16,0.1,1858.176
652,1/29/2023 0:00,Customer_201,East,Pen,Office Supplies,8.0,124.93,0.05,949.468
653,7/15/2023 0:00,Customer_63,North,Monitor,Electronics,3.0,292.33,0.1,789.291
